"Order ID","Date","month","Customer ID","Customer Name","Sales Person","Region","Item","Price","Quantity","Revenue"
"1002","11/15/2018","Nov","2","Company B","Ben Wallace","Texas","Item 2","199","2","398"
"1003","11/15/2018","Nov","10","Company J","Laura Larsen","California","Item 4","159","4","636"
"1004","11/15/2018","Nov","17","Company Q","Oscar Knox","Arizona","Item 2","199","9","1791"
"1005","11/15/2018","Nov","10","Company J","Kim Fishman","California","Item 2","199","1","199"
"1006","11/15/2018","Nov","19","Company S","Oscar Knox","Arizona","Item 4","159","2","318"
"1007","11/15/2018","Nov","6","Company F","Kim Fishman","California","Item 2","199","7","1393"
"1008","11/16/2018","Nov","15","Company O","Michael Fox","New Mexico","Item 5","289","1","289"
"1009","11/16/2018","Nov","8","Company H","Kim Fishman","California","Item 1","399","0","0"
"1010","11/17/2018","Nov","1","Company A","Anna Weber","Texas","Item 2","199","2","398"
"1011","11/17/2018","Nov","7","Company G","Laura Larsen","California","Item 5","289","0","0"
"1012","11/17/2018","Nov","3","Company C","Ben Wallace","Texas","Item 5","289","4","1156"
"1013","11/17/2018","Nov","9","Company I","Laura Larsen","California","Item 3","69","8","552"
"1014","11/18/2018","Nov","2","Company B","Ben Wallace","Texas","Item 2","199","6","1194"
"1015","11/19/2018","Nov","5","Company E","Anna Weber","Texas","Item 1","399","2","798"
"1016","11/19/2018","Nov","6","Company F","Kim Fishman","California","Item 5","289","5","1445"
"1017","11/19/2018","Nov","12","Company L","Michael Fox","New Mexico","Item 2","199","4","796"
"1018","11/19/2018","Nov","5","Company E","Ben Wallace","Texas","Item 1","399","1","399"
"1019","11/20/2018","Nov","5","Company E","Ben Wallace","Texas","Item 1","399","8","3192"
"1020","11/21/2018","Nov","20","Company T","Andrew James","Arizona","Item 3","69","9","621"
"1021","11/21/2018","Nov","16","Company P","Oscar Knox","Arizona","Item 1","399","3","1197"
"1022","11/22/2018","Nov","1","Company A","Ben Wallace","Texas","Item 4","159","6","954"
"1023","11/22/2018","Nov","5","Company E","Ben Wallace","Texas","Item 1","399","6","2394"
"1024","11/22/2018","Nov","15","Company O","Anne Lee","New Mexico","Item 3","69","7","483"
"1025","11/22/2018","Nov","2","Company B","Ben Wallace","Texas","Item 2","199","9","1791"
"1026","11/22/2018","Nov","8","Company H","Kim Fishman","California","Item 4","159","6","954"
"1027","11/22/2018","Nov","3","Company C","Ben Wallace","Texas","Item 3","69","5","345"
"1028","11/22/2018","Nov","20","Company T","Oscar Knox","Arizona","Item 4","159","0","0"
"1029","11/22/2018","Nov","8","Company H","Kim Fishman","California","Item 1","399","9","3591"
"1030","11/22/2018","Nov","7","Company G","Kim Fishman","California","Item 1","399","5","1995"
"1031","11/22/2018","Nov","10","Company J","Laura Larsen","California","Item 1","399","0","0"
"1032","11/22/2018","Nov","13","Company M","Michael Fox","New Mexico","Item 2","199","7","1393"
"1033","11/23/2018","Nov","15","Company O","Michael Fox","New Mexico","Item 3","69","7","483"
"1034","11/23/2018","Nov","3","Company C","Anna Weber","Texas","Item 1","399","2","798"
"1035","11/23/2018","Nov","4","Company D","Anna Weber","Texas","Item 1","399","6","2394"
"1036","11/23/2018","Nov","13","Company M","Michael Fox","New Mexico","Item 1","399","9","3591"
"1037","11/23/2018","Nov","12","Company L","Michael Fox","New Mexico","Item 5","289","6","1734"
"1038","11/23/2018","Nov","17","Company Q","Andrew James","Arizona","Item 2","199","3","597"
"1039","11/24/2018","Nov","13","Company M","Anne Lee","New Mexico","Item 5","289","1","289"
"1040","11/24/2018","Nov","7","Company G","Laura Larsen","California","Item 2","199","5","995"
"1041","11/24/2018","Nov","18","Company R","Andrew James","Arizona","Item 4","159","2","318"
"1042","11/24/2018","Nov","14","Company N","Anne Lee","New Mexico","Item 5","289","2","578"
"1043","11/24/2018","Nov","3","Company C","Ben Wallace","Texas","Item 3","69","4","276"
"1044","11/24/2018","Nov","9","Company I","Laura Larsen","California","Item 1","399","1","399"
"1045","11/24/2018","Nov","11","Company K","Anne Lee","New Mexico","Item 1","399","3","1197"
"1046","11/25/2018","Nov","4","Company D","Ben Wallace","Texas","Item 1","399","5","1995"
"1047","11/26/2018","Nov","6","Company F","Laura Larsen","California","Item 5","289","1","289"
"1048","11/26/2018","Nov","13","Company M","Anne Lee","New Mexico","Item 5","289","7","2023"
"1049","11/27/2018","Nov","2","Company B","Anna Weber","Texas","Item 1","399","8","3192"
"1050","11/27/2018","Nov","4","Company D","Ben Wallace","Texas","Item 1","399","6","2394"
"1051","11/27/2018","Nov","1","Company A","Ben Wallace","Texas","Item 3","69","9","621"
"1052","11/28/2018","Nov","10","Company J","Kim Fishman","California","Item 3","69","7","483"
"1053","11/28/2018","Nov","15","Company O","Anne Lee","New Mexico","Item 3","69","1","69"
"1054","11/28/2018","Nov","6","Company F","Laura Larsen","California","Item 4","159","2","318"
"1055","11/28/2018","Nov","11","Company K","Michael Fox","New Mexico","Item 5","289","8","2312"
"1056","11/28/2018","Nov","4","Company D","Anna Weber","Texas","Item 5","289","7","2023"
"1057","11/29/2018","Nov","8","Company H","Laura Larsen","California","Item 2","199","3","597"
"1058","11/29/2018","Nov","9","Company I","Laura Larsen","California","Item 1","399","6","2394"
"1059","11/29/2018","Nov","12","Company L","Anne Lee","New Mexico","Item 5","289","9","2601"
"1060","11/30/2018","Nov","2","Company B","Anna Weber","Texas","Item 4","159","1","159"
"1061","12/1/2018","Dec","8","Company H","Laura Larsen","California","Item 1","399","5","1995"
"1062","12/1/2018","Dec","17","Company Q","Andrew James","Arizona","Item 5","289","0","0"
"1063","12/2/2018","Dec","7","Company G","Laura Larsen","California","Item 1","399","3","1197"
"1064","12/3/2018","Dec","1","Company A","Ben Wallace","Texas","Item 5","289","4","1156"
"1065","12/3/2018","Dec","19","Company S","Oscar Knox","Arizona","Item 5","289","2","578"
"1066","12/4/2018","Dec","2","Company B","Anna Weber","Texas","Item 3","69","7","483"
"1067","12/4/2018","Dec","16","Company P","Andrew James","Arizona","Item 1","399","0","0"
"1068","12/5/2018","Dec","5","Company E","Ben Wallace","Texas","Item 1","399","4","1596"
"1069","12/6/2018","Dec","4","Company D","Anna Weber","Texas","Item 2","199","2","398"
"1070","12/6/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 2","199","3","597"
"1071","12/6/2018","Dec","4","Company D","Anna Weber","Texas","Item 2","199","5","995"
"1072","12/7/2018","Dec","4","Company D","Anna Weber","Texas","Item 3","69","7","483"
"1073","12/7/2018","Dec","9","Company I","Kim Fishman","California","Item 5","289","7","2023"
"1074","12/8/2018","Dec","10","Company J","Kim Fishman","California","Item 3","69","7","483"
"1075","12/8/2018","Dec","4","Company D","Anna Weber","Texas","Item 3","69","5","345"
"1076","12/9/2018","Dec","20","Company T","Oscar Knox","Arizona","Item 5","289","8","2312"
"1077","12/10/2018","Dec","11","Company K","Michael Fox","New Mexico","Item 5","289","9","2601"
"1078","12/11/2018","Dec","13","Company M","Michael Fox","New Mexico","Item 5","289","8","2312"
"1079","12/11/2018","Dec","10","Company J","Kim Fishman","California","Item 3","69","6","414"
"1080","12/11/2018","Dec","19","Company S","Oscar Knox","Arizona","Item 5","289","9","2601"
"1081","12/12/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 5","289","5","1445"
"1082","12/13/2018","Dec","16","Company P","Oscar Knox","Arizona","Item 4","159","0","0"
"1083","12/13/2018","Dec","13","Company M","Michael Fox","New Mexico","Item 5","289","5","1445"
"1084","12/13/2018","Dec","2","Company B","Anna Weber","Texas","Item 2","199","4","796"
"1085","12/13/2018","Dec","5","Company E","Ben Wallace","Texas","Item 2","199","9","1791"
"1086","12/13/2018","Dec","11","Company K","Anne Lee","New Mexico","Item 3","69","1","69"
"1087","12/13/2018","Dec","3","Company C","Anna Weber","Texas","Item 3","69","5","345"
"1088","12/13/2018","Dec","11","Company K","Anne Lee","New Mexico","Item 4","159","3","477"
"1089","12/13/2018","Dec","1","Company A","Anna Weber","Texas","Item 1","399","1","399"
"1090","12/14/2018","Dec","18","Company R","Oscar Knox","Arizona","Item 5","289","9","2601"
"1091","12/15/2018","Dec","15","Company O","Anne Lee","New Mexico","Item 5","289","9","2601"
"1092","12/15/2018","Dec","8","Company H","Kim Fishman","California","Item 5","289","2","578"
"1093","12/16/2018","Dec","18","Company R","Oscar Knox","Arizona","Item 4","159","4","636"
"1094","12/16/2018","Dec","5","Company E","Ben Wallace","Texas","Item 3","69","1","69"
"1095","12/16/2018","Dec","20","Company T","Andrew James","Arizona","Item 5","289","3","867"
"1096","12/17/2018","Dec","12","Company L","Michael Fox","New Mexico","Item 1","399","5","1995"
"1097","12/17/2018","Dec","1","Company A","Anna Weber","Texas","Item 3","69","6","414"
"1098","12/18/2018","Dec","10","Company J","Kim Fishman","California","Item 2","199","3","597"
"1099","12/18/2018","Dec","3","Company C","Anna Weber","Texas","Item 3","69","2","138"
"1100","12/18/2018","Dec","8","Company H","Laura Larsen","California","Item 4","159","3","477"
"1101","12/18/2018","Dec","8","Company H","Kim Fishman","California","Item 3","69","9","621"
"1102","12/18/2018","Dec","12","Company L","Michael Fox","New Mexico","Item 1","399","3","1197"
"1103","12/18/2018","Dec","5","Company E","Ben Wallace","Texas","Item 1","399","0","0"
"1104","12/18/2018","Dec","12","Company L","Anne Lee","New Mexico","Item 2","199","2","398"
"1105","12/18/2018","Dec","12","Company L","Michael Fox","New Mexico","Item 4","159","7","1113"
"1106","12/18/2018","Dec","20","Company T","Oscar Knox","Arizona","Item 5","289","4","1156"
"1107","12/18/2018","Dec","7","Company G","Laura Larsen","California","Item 2","199","9","1791"
"1108","12/18/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 1","399","5","1995"
"1109","12/19/2018","Dec","11","Company K","Michael Fox","New Mexico","Item 4","159","2","318"
"1110","12/19/2018","Dec","10","Company J","Laura Larsen","California","Item 4","159","9","1431"
"1111","12/20/2018","Dec","4","Company D","Anna Weber","Texas","Item 1","399","8","3192"
"1112","12/20/2018","Dec","10","Company J","Kim Fishman","California","Item 3","69","6","414"
"1113","12/20/2018","Dec","19","Company S","Oscar Knox","Arizona","Item 3","69","7","483"
"1114","12/20/2018","Dec","13","Company M","Michael Fox","New Mexico","Item 3","69","8","552"
"1115","12/20/2018","Dec","20","Company T","Andrew James","Arizona","Item 2","199","1","199"
"1116","12/20/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 4","159","9","1431"
"1117","12/20/2018","Dec","9","Company I","Kim Fishman","California","Item 5","289","5","1445"
"1118","12/20/2018","Dec","18","Company R","Oscar Knox","Arizona","Item 1","399","7","2793"
"1119","12/20/2018","Dec","10","Company J","Kim Fishman","California","Item 2","199","6","1194"
"1120","12/21/2018","Dec","1","Company A","Ben Wallace","Texas","Item 4","159","8","1272"
"1121","12/22/2018","Dec","14","Company N","Anne Lee","New Mexico","Item 1","399","7","2793"
"1122","12/23/2018","Dec","6","Company F","Laura Larsen","California","Item 4","159","2","318"
"1123","12/23/2018","Dec","9","Company I","Kim Fishman","California","Item 4","159","9","1431"
"1124","12/23/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 4","159","2","318"
"1125","12/23/2018","Dec","19","Company S","Oscar Knox","Arizona","Item 3","69","5","345"
"1126","12/23/2018","Dec","11","Company K","Michael Fox","New Mexico","Item 5","289","9","2601"
"1127","12/23/2018","Dec","17","Company Q","Andrew James","Arizona","Item 2","199","9","1791"
"1128","12/24/2018","Dec","9","Company I","Laura Larsen","California","Item 1","399","2","798"
"1129","12/24/2018","Dec","13","Company M","Michael Fox","New Mexico","Item 4","159","2","318"
"1130","12/25/2018","Dec","18","Company R","Andrew James","Arizona","Item 2","199","8","1592"
"1131","12/25/2018","Dec","4","Company D","Ben Wallace","Texas","Item 3","69","7","483"
"1132","12/25/2018","Dec","17","Company Q","Oscar Knox","Arizona","Item 2","199","3","597"
"1133","12/25/2018","Dec","8","Company H","Laura Larsen","California","Item 3","69","2","138"
"1134","12/25/2018","Dec","12","Company L","Anne Lee","New Mexico","Item 4","159","5","795"
"1135","12/25/2018","Dec","5","Company E","Anna Weber","Texas","Item 5","289","4","1156"
"1136","12/25/2018","Dec","16","Company P","Oscar Knox","Arizona","Item 4","159","4","636"
"1137","12/25/2018","Dec","3","Company C","Ben Wallace","Texas","Item 5","289","6","1734"
"1138","12/25/2018","Dec","14","Company N","Michael Fox","New Mexico","Item 4","159","0","0"
"1139","12/26/2018","Dec","11","Company K","Michael Fox","New Mexico","Item 5","289","2","578"
"1140","12/27/2018","Dec","6","Company F","Laura Larsen","California","Item 4","159","1","159"
"1141","12/27/2018","Dec","15","Company O","Michael Fox","New Mexico","Item 4","159","0","0"
"1142","12/27/2018","Dec","16","Company P","Oscar Knox","Arizona","Item 1","399","8","3192"
"1143","12/28/2018","Dec","17","Company Q","Oscar Knox","Arizona","Item 3","69","6","414"
"1144","12/29/2018","Dec","11","Company K","Michael Fox","New Mexico","Item 1","399","2","798"
"1145","12/30/2018","Dec","12","Company L","Michael Fox","New Mexico","Item 1","399","8","3192"
"1146","12/31/2018","Dec","4","Company D","Anna Weber","Texas","Item 2","199","8","1592"
"1147","1/1/2019","Jan","20","Company T","Andrew James","Arizona","Item 1","399","4","1596"
"1148","1/2/2019","Jan","19","Company S","Andrew James","Arizona","Item 2","199","0","0"
"1149","1/2/2019","Jan","10","Company J","Kim Fishman","California","Item 4","159","7","1113"
"1150","1/2/2019","Jan","5","Company E","Ben Wallace","Texas","Item 4","159","0","0"
"1151","1/3/2019","Jan","1","Company A","Ben Wallace","Texas","Item 5","289","4","1156"
"1152","1/3/2019","Jan","1","Company A","Ben Wallace","Texas","Item 3","69","7","483"
"1153","1/4/2019","Jan","20","Company T","Andrew James","Arizona","Item 4","159","2","318"
"1154","1/5/2019","Jan","4","Company D","Ben Wallace","Texas","Item 3","69","1","69"
"1155","1/5/2019","Jan","12","Company L","Michael Fox","New Mexico","Item 3","69","5","345"
"1156","1/5/2019","Jan","15","Company O","Anne Lee","New Mexico","Item 5","289","0","0"
"1157","1/5/2019","Jan","17","Company Q","Oscar Knox","Arizona","Item 3","69","6","414"
"1158","1/5/2019","Jan","17","Company Q","Oscar Knox","Arizona","Item 2","199","6","1194"
"1159","1/6/2019","Jan","7","Company G","Laura Larsen","California","Item 4","159","1","159"
"1160","1/6/2019","Jan","20","Company T","Andrew James","Arizona","Item 2","199","0","0"
"1161","1/6/2019","Jan","10","Company J","Laura Larsen","California","Item 5","289","3","867"
"1162","1/6/2019","Jan","15","Company O","Anne Lee","New Mexico","Item 2","199","7","1393"
"1163","1/7/2019","Jan","17","Company Q","Andrew James","Arizona","Item 2","199","0","0"
"1164","1/7/2019","Jan","7","Company G","Kim Fishman","California","Item 3","69","6","414"
"1165","1/7/2019","Jan","6","Company F","Kim Fishman","California","Item 2","199","1","199"
"1166","1/7/2019","Jan","13","Company M","Anne Lee","New Mexico","Item 5","289","9","2601"
"1167","1/8/2019","Jan","13","Company M","Anne Lee","New Mexico","Item 3","69","9","621"
"1168","1/8/2019","Jan","3","Company C","Ben Wallace","Texas","Item 4","159","6","954"
"1169","1/8/2019","Jan","13","Company M","Anne Lee","New Mexico","Item 3","69","6","414"
"1170","1/9/2019","Jan","3","Company C","Ben Wallace","Texas","Item 4","159","0","0"
"1171","1/10/2019","Jan","14","Company N","Michael Fox","New Mexico","Item 2","199","7","1393"
"1172","1/10/2019","Jan","11","Company K","Anne Lee","New Mexico","Item 4","159","4","636"
"1173","1/10/2019","Jan","6","Company F","Laura Larsen","California","Item 2","199","2","398"
"1174","1/11/2019","Jan","11","Company K","Michael Fox","New Mexico","Item 2","199","6","1194"
"1175","1/12/2019","Jan","16","Company P","Andrew James","Arizona","Item 3","69","1","69"
"1176","1/12/2019","Jan","8","Company H","Kim Fishman","California","Item 3","69","1","69"
"1177","1/12/2019","Jan","5","Company E","Ben Wallace","Texas","Item 2","199","9","1791"
"1178","1/12/2019","Jan","19","Company S","Oscar Knox","Arizona","Item 1","399","5","1995"
"1179","1/12/2019","Jan","10","Company J","Laura Larsen","California","Item 1","399","7","2793"
"1180","1/12/2019","Jan","14","Company N","Michael Fox","New Mexico","Item 3","69","8","552"
"1181","1/12/2019","Jan","11","Company K","Anne Lee","New Mexico","Item 1","399","4","1596"
"1182","1/13/2019","Jan","15","Company O","Anne Lee","New Mexico","Item 5","289","2","578"
"1183","1/13/2019","Jan","3","Company C","Ben Wallace","Texas","Item 1","399","7","2793"
"1184","1/13/2019","Jan","15","Company O","Anne Lee","New Mexico","Item 2","199","3","597"
"1185","1/13/2019","Jan","13","Company M","Michael Fox","New Mexico","Item 4","159","0","0"
"1186","1/13/2019","Jan","3","Company C","Ben Wallace","Texas","Item 4","159","4","636"
"1187","1/13/2019","Jan","4","Company D","Ben Wallace","Texas","Item 1","399","2","798"
"1188","1/13/2019","Jan","8","Company H","Kim Fishman","California","Item 4","159","6","954"
"1189","1/13/2019","Jan","12","Company L","Michael Fox","New Mexico","Item 3","69","4","276"
"1190","1/13/2019","Jan","2","Company B","Anna Weber","Texas","Item 1","399","4","1596"
"1191","1/13/2019","Jan","18","Company R","Andrew James","Arizona","Item 1","399","1","399"
"1192","1/14/2019","Jan","10","Company J","Laura Larsen","California","Item 4","159","3","477"
"1193","1/14/2019","Jan","3","Company C","Ben Wallace","Texas","Item 3","69","0","0"
"1194","1/14/2019","Jan","12","Company L","Anne Lee","New Mexico","Item 5","289","7","2023"
"1195","1/14/2019","Jan","19","Company S","Oscar Knox","Arizona","Item 1","399","8","3192"
"1196","1/15/2019","Jan","16","Company P","Andrew James","Arizona","Item 5","289","9","2601"
"1197","1/16/2019","Jan","6","Company F","Kim Fishman","California","Item 2","199","2","398"
"1198","1/16/2019","Jan","16","Company P","Andrew James","Arizona","Item 3","69","9","621"
"1199","1/16/2019","Jan","16","Company P","Andrew James","Arizona","Item 3","69","5","345"
"1200","1/16/2019","Jan","16","Company P","Oscar Knox","Arizona","Item 3","69","2","138"
"1201","1/17/2019","Jan","16","Company P","Oscar Knox","Arizona","Item 3","69","1","69"
"1202","1/17/2019","Jan","18","Company R","Andrew James","Arizona","Item 5","289","2","578"
"1203","1/17/2019","Jan","14","Company N","Michael Fox","New Mexico","Item 1","399","2","798"
"1204","1/17/2019","Jan","5","Company E","Anna Weber","Texas","Item 3","69","3","207"
"1205","1/17/2019","Jan","7","Company G","Kim Fishman","California","Item 5","289","5","1445"
"1206","1/17/2019","Jan","17","Company Q","Oscar Knox","Arizona","Item 3","69","6","414"
"1207","1/17/2019","Jan","10","Company J","Laura Larsen","California","Item 4","159","3","477"
"1208","1/18/2019","Jan","7","Company G","Kim Fishman","California","Item 1","399","6","2394"
"1209","1/18/2019","Jan","12","Company L","Anne Lee","New Mexico","Item 1","399","3","1197"
"1210","1/18/2019","Jan","11","Company K","Anne Lee","New Mexico","Item 2","199","7","1393"
"1211","1/19/2019","Jan","9","Company I","Laura Larsen","California","Item 4","159","7","1113"
"1212","1/20/2019","Jan","14","Company N","Michael Fox","New Mexico","Item 4","159","1","159"
"1213","1/20/2019","Jan","16","Company P","Oscar Knox","Arizona","Item 3","69","2","138"
"1214","1/21/2019","Jan","8","Company H","Laura Larsen","California","Item 5","289","4","1156"
"1215","1/21/2019","Jan","4","Company D","Anna Weber","Texas","Item 3","69","6","414"
"1216","1/21/2019","Jan","10","Company J","Laura Larsen","California","Item 4","159","1","159"
"1217","1/21/2019","Jan","4","Company D","Ben Wallace","Texas","Item 4","159","4","636"
"1218","1/22/2019","Jan","12","Company L","Michael Fox","New Mexico","Item 3","69","7","483"
"1219","1/22/2019","Jan","2","Company B","Ben Wallace","Texas","Item 5","289","5","1445"
"1220","1/22/2019","Jan","7","Company G","Kim Fishman","California","Item 5","289","7","2023"
"1221","1/23/2019","Jan","10","Company J","Laura Larsen","California","Item 4","159","6","954"
"1222","1/24/2019","Jan","8","Company H","Kim Fishman","California","Item 4","159","4","636"
"1223","1/25/2019","Jan","18","Company R","Andrew James","Arizona","Item 1","399","9","3591"
"1224","1/26/2019","Jan","4","Company D","Anna Weber","Texas","Item 2","199","5","995"
"1225","1/26/2019","Jan","7","Company G","Laura Larsen","California","Item 1","399","8","3192"
"1226","1/26/2019","Jan","1","Company A","Ben Wallace","Texas","Item 1","399","4","1596"
"1227","1/26/2019","Jan","10","Company J","Kim Fishman","California","Item 1","399","4","1596"
"1228","1/27/2019","Jan","17","Company Q","Oscar Knox","Arizona","Item 5","289","2","578"
"1229","1/28/2019","Jan","12","Company L","Anne Lee","New Mexico","Item 2","199","4","796"
"1230","1/28/2019","Jan","3","Company C","Anna Weber","Texas","Item 1","399","5","1995"
"1231","1/28/2019","Jan","2","Company B","Ben Wallace","Texas","Item 3","69","3","207"
"1232","1/28/2019","Jan","4","Company D","Anna Weber","Texas","Item 4","159","7","1113"
"1233","1/28/2019","Jan","5","Company E","Anna Weber","Texas","Item 3","69","2","138"
"1234","1/29/2019","Jan","9","Company I","Laura Larsen","California","Item 4","159","3","477"
"1235","1/29/2019","Jan","9","Company I","Laura Larsen","California","Item 5","289","1","289"
"1236","1/30/2019","Jan","3","Company C","Ben Wallace","Texas","Item 4","159","9","1431"
"1237","1/31/2019","Jan","2","Company B","Ben Wallace","Texas","Item 1","399","7","2793"
"1238","2/1/2019","Feb","13","Company M","Anne Lee","New Mexico","Item 5","289","9","2601"
"1239","2/2/2019","Feb","8","Company H","Kim Fishman","California","Item 5","289","3","867"
"1240","2/3/2019","Feb","12","Company L","Michael Fox","New Mexico","Item 2","199","3","597"
"1241","2/3/2019","Feb","6","Company F","Laura Larsen","California","Item 3","69","5","345"
"1242","2/4/2019","Feb","9","Company I","Laura Larsen","California","Item 5","289","0","0"
"1243","2/5/2019","Feb","16","Company P","Andrew James","Arizona","Item 5","289","9","2601"
"1244","2/5/2019","Feb","16","Company P","Oscar Knox","Arizona","Item 5","289","9","2601"
"1245","2/5/2019","Feb","8","Company H","Kim Fishman","California","Item 2","199","0","0"
"1246","2/5/2019","Feb","3","Company C","Ben Wallace","Texas","Item 5","289","9","2601"
"1247","2/5/2019","Feb","12","Company L","Michael Fox","New Mexico","Item 4","159","2","318"
"1248","2/5/2019","Feb","11","Company K","Michael Fox","New Mexico","Item 3","69","4","276"
"1249","2/5/2019","Feb","9","Company I","Laura Larsen","California","Item 1","399","7","2793"
"1250","2/5/2019","Feb","3","Company C","Anna Weber","Texas","Item 3","69","6","414"
"1251","2/5/2019","Feb","3","Company C","Ben Wallace","Texas","Item 2","199","1","199"
"1252","2/6/2019","Feb","9","Company I","Kim Fishman","California","Item 5","289","4","1156"
"1253","2/6/2019","Feb","12","Company L","Anne Lee","New Mexico","Item 4","159","2","318"
"1254","2/7/2019","Feb","15","Company O","Michael Fox","New Mexico","Item 2","199","8","1592"
"1255","2/7/2019","Feb","14","Company N","Michael Fox","New Mexico","Item 1","399","4","1596"
"1256","2/7/2019","Feb","8","Company H","Kim Fishman","California","Item 1","399","9","3591"
"1257","2/8/2019","Feb","14","Company N","Anne Lee","New Mexico","Item 4","159","8","1272"
"1258","2/8/2019","Feb","11","Company K","Michael Fox","New Mexico","Item 3","69","6","414"
"1259","2/9/2019","Feb","7","Company G","Kim Fishman","California","Item 1","399","5","1995"
"1260","2/9/2019","Feb","8","Company H","Laura Larsen","California","Item 2","199","3","597"
"1261","2/10/2019","Feb","5","Company E","Ben Wallace","Texas","Item 2","199","5","995"
"1262","2/10/2019","Feb","13","Company M","Anne Lee","New Mexico","Item 4","159","8","1272"
"1263","2/11/2019","Feb","20","Company T","Oscar Knox","Arizona","Item 1","399","2","798"
"1264","2/12/2019","Feb","10","Company J","Kim Fishman","California","Item 1","399","5","1995"
"1265","2/13/2019","Feb","13","Company M","Michael Fox","New Mexico","Item 4","159","3","477"
"1266","2/13/2019","Feb","8","Company H","Laura Larsen","California","Item 2","199","7","1393"
"1267","2/13/2019","Feb","17","Company Q","Oscar Knox","Arizona","Item 2","199","9","1791"
"1268","2/14/2019","Feb","2","Company B","Anna Weber","Texas","Item 3","69","9","621"
"1269","2/14/2019","Feb","13","Company M","Michael Fox","New Mexico","Item 1","399","6","2394"
"1270","2/15/2019","Feb","1","Company A","Ben Wallace","Texas","Item 5","289","7","2023"
"1271","2/16/2019","Feb","16","Company P","Oscar Knox","Arizona","Item 2","199","1","199"
"1272","2/17/2019","Feb","11","Company K","Anne Lee","New Mexico","Item 5","289","4","1156"
"1273","2/18/2019","Feb","20","Company T","Andrew James","Arizona","Item 2","199","5","995"
"1274","2/18/2019","Feb","5","Company E","Ben Wallace","Texas","Item 5","289","0","0"
"1275","2/18/2019","Feb","8","Company H","Laura Larsen","California","Item 1","399","7","2793"
"1276","2/18/2019","Feb","14","Company N","Anne Lee","New Mexico","Item 1","399","9","3591"
"1277","2/19/2019","Feb","9","Company I","Kim Fishman","California","Item 1","399","5","1995"
"1278","2/19/2019","Feb","3","Company C","Ben Wallace","Texas","Item 1","399","7","2793"
"1279","2/19/2019","Feb","17","Company Q","Oscar Knox","Arizona","Item 3","69","4","276"
"1280","2/19/2019","Feb","3","Company C","Anna Weber","Texas","Item 5","289","7","2023"
"1281","2/19/2019","Feb","19","Company S","Oscar Knox","Arizona","Item 2","199","0","0"
"1282","2/19/2019","Feb","6","Company F","Kim Fishman","California","Item 3","69","8","552"
"1283","2/19/2019","Feb","7","Company G","Kim Fishman","California","Item 1","399","3","1197"
"1284","2/19/2019","Feb","8","Company H","Laura Larsen","California","Item 2","199","5","995"
"1285","2/19/2019","Feb","2","Company B","Ben Wallace","Texas","Item 3","69","8","552"
"1286","2/19/2019","Feb","3","Company C","Anna Weber","Texas","Item 5","289","7","2023"
"1287","2/19/2019","Feb","16","Company P","Oscar Knox","Arizona","Item 1","399","7","2793"
"1288","2/19/2019","Feb","7","Company G","Laura Larsen","California","Item 2","199","1","199"
"1289","2/19/2019","Feb","17","Company Q","Andrew James","Arizona","Item 2","199","4","796"
"1290","2/19/2019","Feb","14","Company N","Anne Lee","New Mexico","Item 5","289","9","2601"
"1291","2/20/2019","Feb","8","Company H","Laura Larsen","California","Item 5","289","5","1445"
"1292","2/20/2019","Feb","2","Company B","Anna Weber","Texas","Item 2","199","3","597"
"1293","2/20/2019","Feb","9","Company I","Laura Larsen","California","Item 4","159","2","318"
"1294","2/21/2019","Feb","8","Company H","Laura Larsen","California","Item 5","289","1","289"
"1295","2/21/2019","Feb","18","Company R","Oscar Knox","Arizona","Item 1","399","3","1197"
"1296","2/22/2019","Feb","20","Company T","Oscar Knox","Arizona","Item 5","289","0","0"
"1297","2/22/2019","Feb","13","Company M","Michael Fox","New Mexico","Item 5","289","7","2023"
"1298","2/22/2019","Feb","3","Company C","Ben Wallace","Texas","Item 1","399","3","1197"
"1299","2/22/2019","Feb","16","Company P","Andrew James","Arizona","Item 2","199","2","398"
"1300","2/22/2019","Feb","16","Company P","Oscar Knox","Arizona","Item 5","289","3","867"
"1301","2/22/2019","Feb","3","Company C","Ben Wallace","Texas","Item 2","199","9","1791"
"1302","2/22/2019","Feb","20","Company T","Andrew James","Arizona","Item 5","289","0","0"
"1303","2/22/2019","Feb","3","Company C","Anna Weber","Texas","Item 5","289","7","2023"
"1304","2/23/2019","Feb","8","Company H","Kim Fishman","California","Item 1","399","5","1995"
"1305","2/23/2019","Feb","6","Company F","Laura Larsen","California","Item 2","199","8","1592"
"1306","2/23/2019","Feb","7","Company G","Kim Fishman","California","Item 3","69","5","345"
"1307","2/23/2019","Feb","3","Company C","Ben Wallace","Texas","Item 1","399","8","3192"
"1308","2/24/2019","Feb","4","Company D","Anna Weber","Texas","Item 1","399","2","798"
"1309","2/24/2019","Feb","2","Company B","Ben Wallace","Texas","Item 1","399","6","2394"
"1310","2/24/2019","Feb","8","Company H","Laura Larsen","California","Item 5","289","0","0"
